index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,class_size,female_ratio
4352,0,No,Sports,Visual,52RDLF,Female,Yes,94.0,7.0,16.0,,9.0,97.0,23:00,7:00,walk,black,8.0,23.0,0.6956521739130435
4353,2,No,Sports,Auditory,QVT7WV,Female,No,56.0,13.0,7.0,16.0,20.0,94.0,21:00,5:00,public transport,yellow,8.0,20.0,0.35
4354,0,No,None,Visual,L02PRS,Male,Yes,80.0,14.0,10.0,15.0,6.0,94.0,23:00,7:00,walk,yellow,8.0,24.0,0.4166666666666667
4355,0,No,Clubs,Auditory,AWJLI4,Male,Yes,74.0,19.0,2.0,15.0,15.0,99.0,23:00,7:00,walk,red,8.0,21.0,0.09523809523809523
4356,1,No,Arts,Visual,2ATD96,Male,Yes,48.0,11.0,19.0,15.0,11.0,98.0,21:00,5:00,public transport,white,8.0,30.0,0.6333333333333333
4358,1,No,None,Auditory,VEX94B,Female,Yes,62.0,2.0,26.0,15.0,19.0,94.0,23:00,7:00,walk,white,8.0,28.0,0.9285714285714286
4359,2,No,None,Visual,WJMB30,Female,Yes,81.0,8.0,9.0,16.0,7.0,96.0,22:00,6:00,private transport,green,8.0,17.0,0.5294117647058824
4360,2,No,Arts,Auditory,IELCSK,Female,Yes,69.0,4.0,17.0,15.0,15.0,99.0,21:30,5:30,public transport,red,8.0,21.0,0.8095238095238095
4361,2,No,Arts,Visual,H2S2Q5,Female,Yes,59.0,22.0,0.0,16.0,15.0,91.0,22:00,6:00,private transport,red,8.0,22.0,0.0
4362,0,No,None,Auditory,J9VDC0,Male,No,71.0,17.0,10.0,15.0,7.0,,22:00,6:00,private transport,red,8.0,27.0,0.37037037037037035
4363,1,Yes,None,Auditory,TFDAKQ,Female,Yes,71.0,16.0,3.0,16.0,19.0,94.0,21:00,5:00,public transport,red,8.0,19.0,0.15789473684210525
4364,0,Yes,None,Auditory,KSN0AL,Female,No,76.0,21.0,0.0,16.0,12.0,96.0,21:00,5:00,public transport,black,8.0,21.0,0.0
4365,0,Yes,None,Auditory,V7P2ZB,Male,Yes,79.0,14.0,1.0,16.0,6.0,95.0,22:00,6:00,private transport,red,8.0,15.0,0.06666666666666667
4366,1,No,None,Auditory,VRTQDT,Male,Yes,61.0,12.0,12.0,15.0,9.0,97.0,22:30,6:30,private transport,red,8.0,24.0,0.5
4367,0,No,Arts,Visual,1BIZMC,Male,Yes,80.0,27.0,0.0,16.0,7.0,95.0,22:00,6:00,private transport,white,8.0,27.0,0.0
4368,1,Yes,Arts,Visual,3JIF2G,Female,Y,86.0,12.0,5.0,16.0,8.0,99.0,21:30,5:30,public transport,green,8.0,17.0,0.29411764705882354
4369,1,Yes,Sports,Auditory,FYX15V,Female,Yes,79.0,1.0,20.0,15.0,9.0,91.0,22:30,5:30,public transport,black,7.0,21.0,0.9523809523809523
4370,2,Yes,Sports,Auditory,OY560B,Male,No,62.0,15.0,1.0,16.0,15.0,96.0,22:00,6:00,private transport,red,8.0,16.0,0.0625
4371,1,Yes,Clubs,Auditory,DERAH5,Female,N,69.0,16.0,3.0,16.0,16.0,93.0,22:30,6:30,private transport,green,8.0,19.0,0.15789473684210525
4372,1,Yes,None,Auditory,BBP7VT,Female,Yes,77.0,7.0,13.0,16.0,10.0,97.0,21:30,5:30,public transport,yellow,8.0,20.0,0.65
4373,1,No,Sports,Visual,EPD0CV,Female,Yes,72.0,6.0,18.0,15.0,7.0,92.0,21:30,5:30,public transport,red,8.0,24.0,0.75
4374,1,No,Clubs,Auditory,N6L8DQ,Female,Yes,62.0,11.0,17.0,16.0,18.0,92.0,22:30,6:30,private transport,red,8.0,28.0,0.6071428571428571
4375,2,Yes,Clubs,Visual,241UAV,Female,No,68.0,15.0,5.0,16.0,19.0,95.0,22:00,6:00,private transport,green,8.0,20.0,0.25
4376,1,No,None,Auditory,NRGTTE,Male,No,58.0,22.0,9.0,16.0,19.0,99.0,21:00,5:00,public transport,red,8.0,31.0,0.2903225806451613
4377,0,No,Clubs,Visual,Z5ACHS,Male,Yes,95.0,23.0,0.0,15.0,9.0,92.0,22:00,6:00,private transport,white,8.0,23.0,0.0
4378,1,No,Sports,Auditory,A5QK7B,Male,No,45.0,19.0,6.0,16.0,2.0,94.0,22:00,6:00,private transport,blue,8.0,25.0,0.24
4379,0,No,Sports,Auditory,N37WRP,Male,Yes,70.0,21.0,0.0,16.0,13.0,96.0,21:00,5:00,public transport,blue,8.0,21.0,0.0
4380,0,Yes,None,Visual,IKNO79,Female,No,91.0,4.0,16.0,16.0,9.0,90.0,23:00,7:00,walk,green,8.0,20.0,0.8
4381,0,No,Clubs,Auditory,K702YH,Female,Yes,65.0,9.0,13.0,16.0,20.0,97.0,21:00,5:00,public transport,red,8.0,22.0,0.5909090909090909
4382,0,No,None,Visual,JSQUMG,Female,No,63.0,0.0,27.0,15.0,7.0,91.0,22:00,6:00,private transport,white,8.0,27.0,1.0
4383,1,No,Arts,Auditory,WSU99W,Female,No,62.0,1.0,26.0,15.0,16.0,97.0,22:30,6:30,private transport,red,8.0,27.0,0.9629629629629629
4384,0,Yes,Clubs,Visual,RBUAUT,Female,No,77.0,9.0,10.0,15.0,6.0,96.0,21:00,5:00,public transport,black,8.0,19.0,0.5263157894736842
4385,2,No,Sports,Visual,87A2X8,Female,No,46.0,23.0,0.0,16.0,7.0,54.0,2:00,7:00,walk,red,5.0,23.0,0.0
4386,1,No,Sports,Visual,XK9LS1,Female,Yes,61.0,8.0,20.0,15.0,16.0,97.0,23:00,7:00,walk,green,8.0,28.0,0.7142857142857143
4387,1,No,None,Visual,KVY2N7,Male,Yes,67.0,21.0,7.0,16.0,12.0,,21:00,5:00,public transport,green,8.0,28.0,0.25
4388,1,Yes,None,Visual,SW8W1W,Male,Yes,100.0,13.0,4.0,16.0,6.0,97.0,22:00,6:00,private transport,black,8.0,17.0,0.23529411764705882
4389,1,No,Clubs,Visual,16IL2C,Male,Yes,63.0,22.0,6.0,15.0,12.0,,23:00,7:00,walk,black,8.0,28.0,0.21428571428571427
4390,0,No,Sports,Visual,2RGR7D,Male,No,62.0,21.0,0.0,15.0,19.0,97.0,22:30,6:30,private transport,green,8.0,21.0,0.0
4391,1,No,Sports,Visual,431T64,Male,Yes,59.0,11.0,15.0,16.0,9.0,90.0,21:00,5:00,public transport,red,8.0,26.0,0.5769230769230769
4392,0,No,Sports,Auditory,204GPU,Male,Yes,68.0,10.0,11.0,15.0,7.0,97.0,22:00,6:00,private transport,green,8.0,21.0,0.5238095238095238
4393,0,No,Clubs,Visual,KE1BLC,Male,N,62.0,25.0,2.0,16.0,11.0,100.0,23:00,7:00,walk,black,8.0,27.0,0.07407407407407407
4394,2,No,Clubs,Auditory,A330J0,Male,Yes,66.0,17.0,2.0,16.0,8.0,93.0,23:00,7:00,walk,green,8.0,19.0,0.10526315789473684
4395,2,Yes,Clubs,Visual,XFE7MU,Male,No,87.0,10.0,8.0,15.0,7.0,,21:30,5:30,public transport,green,8.0,18.0,0.4444444444444444
4396,0,No,Sports,Auditory,09YZJT,Female,No,54.0,7.0,14.0,16.0,8.0,93.0,21:30,5:30,public transport,blue,8.0,21.0,0.6666666666666666
4397,0,No,None,Visual,7O9GVS,Male,Yes,87.0,23.0,0.0,15.0,7.0,96.0,22:30,6:30,private transport,yellow,8.0,23.0,0.0
4399,0,No,Clubs,Visual,H90JOG,Male,No,79.0,22.0,6.0,15.0,6.0,95.0,22:00,6:00,private transport,blue,8.0,28.0,0.21428571428571427
4400,2,No,None,Visual,VQNAZV,Male,No,82.0,17.0,0.0,16.0,9.0,92.0,22:30,6:30,private transport,yellow,8.0,17.0,0.0
4401,2,No,Sports,Auditory,Q8U19S,Male,No,55.0,15.0,7.0,16.0,5.0,90.0,21:00,5:00,public transport,white,8.0,22.0,0.3181818181818182
4402,2,Yes,None,Visual,WALHKF,Female,No,72.0,2.0,18.0,16.0,8.0,99.0,22:00,6:00,private transport,yellow,8.0,20.0,0.9
4403,1,No,Arts,Visual,YJCWUG,Male,No,55.0,17.0,9.0,15.0,7.0,93.0,22:30,6:30,private transport,red,8.0,26.0,0.34615384615384615
4404,0,No,Arts,Visual,3A7V82,Female,Yes,74.0,19.0,5.0,16.0,7.0,100.0,23:00,7:00,walk,yellow,8.0,24.0,0.20833333333333334
4405,1,Yes,Arts,Visual,30M9LB,Male,No,53.0,25.0,2.0,16.0,19.0,96.0,21:30,5:30,public transport,green,8.0,27.0,0.07407407407407407
4406,0,No,Sports,Visual,JF6QG2,Female,No,82.0,26.0,1.0,16.0,8.0,,23:00,7:00,walk,yellow,8.0,27.0,0.037037037037037035
4408,0,No,Clubs,Auditory,N0WO06,Male,Yes,73.0,14.0,7.0,16.0,19.0,92.0,22:30,6:30,private transport,black,8.0,21.0,0.3333333333333333
4409,0,Yes,Sports,Visual,21RRSO,Female,Yes,67.0,2.0,14.0,15.0,7.0,94.0,22:00,6:00,private transport,blue,8.0,16.0,0.875
4410,0,Yes,Clubs,Visual,O31IU5,Female,Yes,83.0,13.0,3.0,16.0,7.0,95.0,21:30,5:30,public transport,black,8.0,16.0,0.1875
4411,2,No,Sports,Auditory,6IYEJU,Female,Yes,68.0,9.0,10.0,16.0,20.0,95.0,22:30,6:30,private transport,yellow,8.0,19.0,0.5263157894736842
4412,0,Yes,Clubs,Visual,5GBTDO,Female,Yes,82.0,6.0,9.0,16.0,9.0,99.0,21:30,5:30,public transport,white,8.0,15.0,0.6
4413,0,Yes,Arts,Auditory,AQ5B2C,Female,Yes,80.0,17.0,4.0,16.0,5.0,94.0,21:00,5:00,public transport,black,8.0,21.0,0.19047619047619047
4414,0,No,Sports,Auditory,1I491F,Female,No,59.0,7.0,14.0,15.0,11.0,,21:30,5:30,public transport,white,8.0,21.0,0.6666666666666666
4415,1,No,Sports,Visual,YM1J56,Male,Yes,48.0,26.0,4.0,16.0,9.0,76.0,21:30,5:30,public transport,white,8.0,30.0,0.13333333333333333
4416,0,No,Clubs,Auditory,6YB74I,Female,Yes,71.0,4.0,17.0,15.0,17.0,90.0,22:30,5:30,public transport,yellow,7.0,21.0,0.8095238095238095
4417,0,No,Arts,Auditory,288B2F,Female,No,63.0,4.0,17.0,15.0,12.0,99.0,22:30,6:30,private transport,green,8.0,21.0,0.8095238095238095
4418,0,Yes,Sports,Auditory,7RISRY,Female,Yes,78.0,16.0,4.0,15.0,6.0,98.0,22:30,6:30,private transport,white,8.0,20.0,0.2
4419,1,No,Arts,Auditory,BTQNM6,Female,No,50.0,18.0,7.0,16.0,1.0,51.0,2:30,6:30,private transport,red,4.0,25.0,0.28
4421,1,No,Clubs,Visual,SQJTOZ,Male,No,51.0,29.0,1.0,16.0,6.0,98.0,21:00,5:00,public transport,green,8.0,30.0,0.03333333333333333
4422,2,No,Arts,Visual,CX66O5,Female,No,74.0,1.0,18.0,15.0,20.0,93.0,22:30,6:30,private transport,yellow,8.0,19.0,0.9473684210526315
4423,2,No,Arts,Auditory,VPVCV2,Male,Yes,70.0,19.0,2.0,15.0,19.0,95.0,21:30,5:30,public transport,blue,8.0,21.0,0.09523809523809523
4424,1,No,Arts,Visual,S9UP5A,Female,Yes,59.0,19.0,9.0,15.0,11.0,94.0,22:00,6:00,private transport,green,8.0,28.0,0.32142857142857145
4425,2,No,Clubs,Auditory,DFFACV,Female,Yes,71.0,9.0,10.0,15.0,14.0,91.0,22:30,5:30,public transport,yellow,7.0,19.0,0.5263157894736842
4426,2,No,Clubs,Auditory,IYOKA2,Male,Yes,71.0,10.0,9.0,16.0,7.0,95.0,23:00,7:00,walk,green,8.0,19.0,0.47368421052631576
4427,0,No,None,Auditory,517NQS,Female,Yes,93.0,12.0,9.0,16.0,9.0,98.0,22:30,6:30,private transport,white,8.0,21.0,0.42857142857142855
4428,0,Yes,Sports,Auditory,QQAV9C,Male,No,78.0,14.0,1.0,16.0,8.0,93.0,21:30,5:30,public transport,white,8.0,15.0,0.06666666666666667
4429,1,No,Arts,Auditory,ZZICEC,Female,Yes,54.0,11.0,13.0,15.0,12.0,93.0,22:00,6:00,private transport,green,8.0,24.0,0.5416666666666666
4430,1,No,None,Auditory,UU34S5,Male,No,50.0,20.0,4.0,15.0,15.0,95.0,23:00,7:00,walk,black,8.0,24.0,0.16666666666666666
4431,2,No,None,Auditory,5SQETS,Male,Yes,71.0,13.0,6.0,15.0,7.0,96.0,21:00,5:00,public transport,black,8.0,19.0,0.3157894736842105
4432,1,Yes,None,Auditory,DX87F9,Male,Yes,75.0,14.0,3.0,15.0,7.0,98.0,22:00,6:00,private transport,red,8.0,17.0,0.17647058823529413
4433,0,No,None,Auditory,T6TAJL,Male,Yes,87.0,20.0,2.0,16.0,8.0,96.0,22:30,6:30,private transport,blue,8.0,22.0,0.09090909090909091
4434,1,No,Arts,Visual,13EE2J,Male,No,47.0,16.0,14.0,16.0,3.0,93.0,0:00,7:00,walk,white,7.0,30.0,0.4666666666666667
4435,2,Yes,Arts,Auditory,KZ5L6K,Female,No,39.0,1.0,21.0,15.0,6.0,96.0,21:00,5:00,public transport,black,8.0,22.0,0.9545454545454546
4436,2,No,Clubs,Auditory,UT6N3P,Female,No,49.0,4.0,20.0,16.0,9.0,93.0,23:00,7:00,walk,blue,8.0,24.0,0.8333333333333334
4437,2,No,Arts,Auditory,VK87R6,Female,No,48.0,15.0,4.0,16.0,1.0,96.0,22:30,6:30,private transport,yellow,8.0,19.0,0.21052631578947367
4438,1,Yes,None,Auditory,1EIUHJ,Male,Yes,75.0,11.0,6.0,16.0,8.0,95.0,21:30,5:30,public transport,black,8.0,17.0,0.35294117647058826
4440,1,No,Clubs,Auditory,DLJLNL,Male,No,50.0,22.0,2.0,15.0,13.0,95.0,21:30,5:30,public transport,red,8.0,24.0,0.08333333333333333
4441,1,No,Clubs,Visual,T2JU7O,Female,No,44.0,23.0,7.0,16.0,10.0,73.0,1:00,7:00,walk,green,6.0,30.0,0.23333333333333334
4442,1,No,Clubs,Visual,8E5TQ4,Male,Yes,57.0,25.0,3.0,16.0,11.0,97.0,21:30,5:30,public transport,red,8.0,28.0,0.10714285714285714
4443,0,No,Sports,Visual,5AFWH7,Female,Yes,74.0,10.0,18.0,15.0,14.0,98.0,21:00,5:00,public transport,white,8.0,28.0,0.6428571428571429
4444,0,Yes,None,Auditory,3VEWZV,Female,Yes,74.0,8.0,12.0,16.0,6.0,93.0,21:00,5:00,public transport,white,8.0,20.0,0.6
4445,2,No,None,Auditory,HOKI8A,Female,Yes,71.0,5.0,16.0,16.0,14.0,95.0,21:30,5:30,public transport,black,8.0,21.0,0.7619047619047619
4447,1,No,Arts,Auditory,4KMD5S,Female,Yes,63.0,9.0,18.0,15.0,12.0,93.0,0:00,7:00,walk,red,7.0,27.0,0.6666666666666666
4448,1,Yes,Sports,Visual,PHNVDL,Female,No,48.0,25.0,5.0,16.0,10.0,86.0,21:30,5:30,public transport,blue,8.0,30.0,0.16666666666666666
4449,2,Yes,Arts,Visual,DHGCMD,Male,No,78.0,11.0,3.0,15.0,7.0,97.0,21:00,5:00,public transport,yellow,8.0,14.0,0.21428571428571427
4450,2,No,None,Auditory,YAXPKD,Female,Yes,64.0,10.0,10.0,16.0,18.0,96.0,21:30,5:30,public transport,red,8.0,20.0,0.5
4451,1,No,Clubs,Auditory,VLW061,Female,No,62.0,1.0,26.0,16.0,17.0,91.0,21:30,5:30,public transport,yellow,8.0,27.0,0.9629629629629629
4452,1,Yes,Arts,Auditory,RM7Z6V,Female,No,56.0,14.0,11.0,15.0,9.0,90.0,21:00,5:00,public transport,black,8.0,25.0,0.44
4453,0,Yes,Sports,Visual,FO833V,Male,Yes,78.0,20.0,0.0,16.0,6.0,98.0,21:30,5:30,public transport,white,8.0,20.0,0.0
4454,2,No,None,Auditory,HZR514,Female,No,45.0,8.0,16.0,15.0,8.0,91.0,21:00,5:00,public transport,green,8.0,24.0,0.6666666666666666
4455,1,Yes,None,Auditory,ML9XEJ,Female,Yes,80.0,5.0,12.0,15.0,6.0,91.0,21:30,5:30,public transport,yellow,8.0,17.0,0.7058823529411765
4456,1,No,Sports,Auditory,FBGK5T,Female,Yes,73.0,0.0,22.0,15.0,7.0,95.0,21:00,5:00,public transport,yellow,8.0,22.0,1.0
4457,2,No,Clubs,Auditory,MTCQL4,Female,No,57.0,3.0,16.0,15.0,11.0,94.0,22:30,6:30,private transport,green,8.0,19.0,0.8421052631578947
4458,0,No,Sports,Visual,2LZ60B,Female,No,73.0,3.0,25.0,16.0,17.0,95.0,23:00,7:00,walk,white,8.0,28.0,0.8928571428571429
4459,0,No,None,Visual,ROBGF4,Male,Y,93.0,18.0,1.0,16.0,9.0,98.0,21:30,5:30,public transport,green,8.0,19.0,0.05263157894736842
4460,0,No,Arts,Auditory,R4P5ZE,Male,No,61.0,18.0,9.0,15.0,9.0,92.0,23:00,7:00,walk,black,8.0,27.0,0.3333333333333333
4461,2,No,Sports,Auditory,8P37FZ,Female,Yes,70.0,1.0,18.0,15.0,9.0,91.0,23:00,7:00,walk,green,8.0,19.0,0.9473684210526315
4462,2,Yes,Clubs,Visual,3ZW7N7,Female,Yes,77.0,8.0,6.0,15.0,7.0,96.0,22:00,6:00,private transport,blue,8.0,14.0,0.42857142857142855
4463,0,No,None,Visual,9GIGZA,Female,No,69.0,12.0,9.0,16.0,11.0,95.0,21:00,5:00,public transport,blue,8.0,21.0,0.42857142857142855
4464,0,No,None,Visual,RY1AOR,Male,No,89.0,14.0,9.0,,10.0,97.0,21:00,5:00,public transport,black,8.0,23.0,0.391304347826087
4465,0,Yes,Sports,Visual,DTEOV4,Male,No,74.0,13.0,5.0,16.0,11.0,92.0,21:00,5:00,public transport,blue,8.0,18.0,0.2777777777777778
4466,1,No,Arts,Visual,3EKKMW,Male,No,51.0,30.0,1.0,,15.0,96.0,22:00,6:00,private transport,green,8.0,31.0,0.03225806451612903
4467,0,No,Clubs,Auditory,U48MEK,Female,No,67.0,2.0,25.0,16.0,8.0,96.0,23:00,7:00,walk,red,8.0,27.0,0.9259259259259259
4468,0,No,None,Auditory,VR6R5T,Male,No,68.0,19.0,1.0,16.0,8.0,94.0,22:30,6:30,private transport,black,8.0,20.0,0.05
4469,0,No,Arts,Auditory,92Y4TO,Female,No,49.0,16.0,5.0,16.0,14.0,86.0,21:30,5:30,public transport,red,8.0,21.0,0.23809523809523808
4470,1,Yes,Clubs,Visual,SV3QCR,Male,No,59.0,13.0,14.0,16.0,20.0,92.0,21:30,5:30,public transport,blue,8.0,27.0,0.5185185185185185
4471,1,Yes,None,Auditory,W0PRFF,Female,No,82.0,12.0,10.0,15.0,8.0,93.0,0:00,7:00,walk,green,7.0,22.0,0.45454545454545453
4472,1,No,Sports,Auditory,OSC8X7,Male,Yes,53.0,16.0,14.0,16.0,11.0,91.0,23:30,6:30,private transport,yellow,7.0,30.0,0.4666666666666667
4473,0,Yes,None,Visual,74DPZI,Male,Yes,89.0,10.0,6.0,15.0,5.0,96.0,21:00,5:00,public transport,black,8.0,16.0,0.375
4474,2,No,Sports,Auditory,6DHA56,Female,Yes,58.0,14.0,6.0,16.0,17.0,92.0,21:00,5:00,public transport,white,8.0,20.0,0.3
4476,0,Yes,Clubs,Visual,DK9KNR,Female,Yes,70.0,7.0,9.0,15.0,11.0,94.0,21:30,5:30,public transport,yellow,8.0,16.0,0.5625
4477,2,No,Sports,Auditory,3E1EU8,Male,No,43.0,12.0,12.0,16.0,2.0,,21:30,5:30,public transport,green,8.0,24.0,0.5
4478,0,No,Arts,Auditory,52ZX6M,Female,N,79.0,14.0,7.0,16.0,7.0,90.0,23:30,6:30,private transport,black,7.0,21.0,0.3333333333333333
4479,2,No,Arts,Auditory,61QFAD,Male,No,45.0,19.0,4.0,16.0,7.0,47.0,2:00,6:00,private transport,red,4.0,23.0,0.17391304347826086
4480,0,No,Arts,Visual,ZJ1RXD,Male,N,74.0,12.0,15.0,,9.0,94.0,21:00,5:00,public transport,red,8.0,27.0,0.5555555555555556
4481,2,No,Arts,Auditory,U85XBG,Male,Yes,70.0,14.0,5.0,16.0,9.0,97.0,23:00,7:00,walk,yellow,8.0,19.0,0.2631578947368421
4482,1,No,Sports,Auditory,6DW87R,Female,No,44.0,13.0,11.0,15.0,13.0,54.0,2:00,7:00,walk,red,5.0,24.0,0.4583333333333333
4483,0,No,Sports,Visual,YR3JJN,Male,No,68.0,12.0,16.0,15.0,13.0,99.0,22:00,6:00,private transport,white,8.0,28.0,0.5714285714285714
4484,2,Yes,Clubs,Auditory,43MQ47,Female,Yes,56.0,13.0,3.0,16.0,10.0,98.0,23:00,7:00,walk,blue,8.0,16.0,0.1875
4485,0,No,None,Auditory,3J18SL,Male,No,66.0,11.0,16.0,16.0,17.0,92.0,22:30,6:30,private transport,black,8.0,27.0,0.5925925925925926
4486,2,No,Sports,Auditory,G48XGY,Female,Yes,75.0,6.0,13.0,16.0,13.0,98.0,21:30,5:30,public transport,white,8.0,19.0,0.6842105263157895
4487,1,No,Sports,Visual,9JG5NI,Male,Yes,59.0,12.0,14.0,16.0,6.0,92.0,22:00,5:00,public transport,yellow,7.0,26.0,0.5384615384615384
4488,1,No,Sports,Visual,1J9F7N,Male,No,51.0,17.0,13.0,16.0,6.0,98.0,23:00,7:00,walk,black,8.0,30.0,0.43333333333333335
4489,0,No,Arts,Visual,5Q3J8I,Female,No,64.0,16.0,4.0,16.0,19.0,,22:30,6:30,private transport,blue,8.0,20.0,0.2
4490,0,Yes,None,Auditory,1MRXSP,Female,Yes,74.0,11.0,9.0,15.0,13.0,,21:30,5:30,public transport,red,8.0,20.0,0.45
4491,1,No,Arts,Auditory,PNUOL1,Male,No,58.0,20.0,11.0,16.0,10.0,91.0,23:00,6:00,private transport,green,7.0,31.0,0.3548387096774194
4492,1,No,Arts,Auditory,R60DM9,Female,No,54.0,13.0,12.0,16.0,8.0,95.0,22:00,6:00,private transport,red,8.0,25.0,0.48
4493,0,Yes,Sports,Visual,WAHKX7,Male,Yes,70.0,16.0,0.0,16.0,8.0,97.0,21:30,5:30,public transport,green,8.0,16.0,0.0
4494,1,No,Clubs,Auditory,OVZXG9,Male,Yes,67.0,20.0,8.0,16.0,7.0,95.0,21:00,5:00,public transport,blue,8.0,28.0,0.2857142857142857
4495,0,No,Arts,Visual,ZR1W4F,Male,Yes,92.0,19.0,0.0,16.0,6.0,92.0,22:30,6:30,private transport,white,8.0,19.0,0.0
4496,0,No,None,Auditory,U3UEVV,Male,Yes,92.0,15.0,7.0,15.0,6.0,92.0,22:30,6:30,private transport,black,8.0,22.0,0.3181818181818182
4497,0,Yes,None,Auditory,VD3XZK,Male,No,82.0,20.0,1.0,16.0,10.0,93.0,21:30,5:30,public transport,blue,8.0,21.0,0.047619047619047616
4500,0,No,Arts,Auditory,J9U82T,Female,Yes,73.0,7.0,14.0,15.0,20.0,99.0,23:00,7:00,walk,white,8.0,21.0,0.6666666666666666
4501,0,No,Arts,Visual,WF276F,Female,No,82.0,18.0,6.0,16.0,7.0,96.0,21:00,5:00,public transport,green,8.0,24.0,0.25
4502,0,No,Sports,Auditory,U4ZVVI,Male,Yes,74.0,23.0,0.0,16.0,18.0,97.0,22:00,6:00,private transport,red,8.0,23.0,0.0
4503,1,No,Arts,Auditory,H7BY38,Male,No,52.0,23.0,8.0,16.0,18.0,91.0,22:00,5:00,public transport,black,7.0,31.0,0.25806451612903225
4504,0,Yes,Clubs,Auditory,1BCVYG,Female,No,49.0,18.0,3.0,16.0,11.0,93.0,22:00,5:00,public transport,black,7.0,21.0,0.14285714285714285
4506,1,No,Clubs,Auditory,54NMWF,Female,Yes,47.0,2.0,23.0,15.0,9.0,63.0,23:00,5:00,public transport,yellow,6.0,25.0,0.92
4507,1,No,Arts,Visual,L6LZES,Male,Yes,47.0,12.0,18.0,15.0,1.0,94.0,21:00,5:00,public transport,black,8.0,30.0,0.6
4508,2,No,Sports,Auditory,CXWU5B,Male,Yes,55.0,11.0,7.0,16.0,13.0,94.0,21:00,5:00,public transport,black,8.0,18.0,0.3888888888888889
4510,0,No,None,Auditory,ECBA8X,Female,No,88.0,3.0,19.0,,8.0,96.0,22:00,6:00,private transport,yellow,8.0,22.0,0.8636363636363636
4511,0,No,Sports,Auditory,KPOZFX,Male,No,59.0,19.0,8.0,16.0,7.0,93.0,23:00,7:00,walk,black,8.0,27.0,0.2962962962962963
4512,1,No,Clubs,Auditory,ISE5N7,Female,Yes,63.0,11.0,17.0,16.0,17.0,91.0,22:00,6:00,private transport,white,8.0,28.0,0.6071428571428571
4513,2,No,Sports,Auditory,RXTBXJ,Male,No,48.0,15.0,4.0,,2.0,94.0,21:30,5:30,public transport,red,8.0,19.0,0.21052631578947367
4514,0,No,Arts,Auditory,N25BOU,Female,N,56.0,22.0,0.0,16.0,17.0,93.0,21:00,5:00,public transport,yellow,8.0,22.0,0.0
4515,2,No,Sports,Auditory,PNGD1J,Female,Yes,58.0,5.0,13.0,15.0,7.0,94.0,21:00,5:00,public transport,yellow,8.0,18.0,0.7222222222222222
4516,1,No,Arts,Auditory,WYZEA3,Female,No,50.0,16.0,13.0,15.0,16.0,91.0,21:00,5:00,public transport,blue,8.0,29.0,0.4482758620689655
4517,2,No,Clubs,Visual,EMOC1N,Female,No,72.0,11.0,11.0,16.0,11.0,97.0,23:00,7:00,walk,blue,8.0,22.0,0.5
4518,2,No,Sports,Auditory,3PVJK0,Female,Yes,73.0,15.0,4.0,16.0,9.0,91.0,23:00,7:00,walk,white,8.0,19.0,0.21052631578947367
4519,1,Yes,Arts,Auditory,MP9TV3,Male,No,83.0,14.0,3.0,15.0,8.0,99.0,22:30,6:30,private transport,yellow,8.0,17.0,0.17647058823529413
4520,0,No,None,Auditory,D6QA29,Male,Yes,84.0,14.0,8.0,16.0,7.0,91.0,22:30,6:30,private transport,white,8.0,22.0,0.36363636363636365
4521,0,No,Sports,Auditory,DBC41Q,Female,No,65.0,3.0,24.0,15.0,6.0,93.0,21:00,5:00,public transport,red,8.0,27.0,0.8888888888888888
4522,1,No,Sports,Auditory,YK1JBM,Female,Yes,67.0,10.0,18.0,16.0,15.0,98.0,21:30,5:30,public transport,black,8.0,28.0,0.6428571428571429
4523,1,Yes,None,Visual,ZTU9RI,Male,Yes,76.0,13.0,4.0,16.0,15.0,96.0,21:30,5:30,public transport,red,8.0,17.0,0.23529411764705882
4524,2,Yes,Arts,Visual,TWULJ8,Male,No,72.0,11.0,9.0,15.0,9.0,94.0,23:00,7:00,walk,black,8.0,20.0,0.45
4525,0,No,None,Auditory,CR94NJ,Male,Yes,94.0,23.0,2.0,15.0,5.0,96.0,22:30,6:30,private transport,white,8.0,25.0,0.08
4526,0,No,Arts,Auditory,21XK3B,Female,No,58.0,20.0,2.0,15.0,8.0,99.0,21:30,5:30,public transport,green,8.0,22.0,0.09090909090909091
4527,0,No,None,Auditory,KXU6V5,Male,No,93.0,13.0,12.0,15.0,8.0,98.0,23:00,7:00,walk,blue,8.0,25.0,0.48
4528,2,No,Clubs,Auditory,B39WAY,Male,No,54.0,22.0,0.0,15.0,19.0,99.0,22:00,6:00,private transport,red,8.0,22.0,0.0
4529,0,Yes,Arts,Auditory,YJXZNC,Male,Y,76.0,13.0,6.0,15.0,14.0,100.0,21:30,5:30,public transport,black,8.0,19.0,0.3157894736842105
4530,0,No,None,Visual,HIMYB8,Male,No,84.0,12.0,11.0,16.0,8.0,,21:00,5:00,public transport,black,8.0,23.0,0.4782608695652174
4531,1,No,Arts,Visual,2KEJ8M,Male,No,56.0,21.0,5.0,16.0,19.0,93.0,23:00,7:00,walk,red,8.0,26.0,0.19230769230769232
