index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_duration,sleep_lessthan6hrs,class_size,female_ratio,class_size_group,class_size_tertile
3265,1,Yes,Arts,Visual,HYGCWC,Male,No,80.0,19.0,3.0,15.0,7.0,95.0,22:00,6:00,private transport,green,8.0,False,22.0,0.13636363636363635,Medium (20-24),Middle (22-25)
3266,1,No,Clubs,Visual,5H4LPI,Female,Yes,76.0,3.0,22.0,15.0,16.0,95.0,21:00,5:00,public transport,black,8.0,False,25.0,0.88,Large (25-31),Middle (22-25)
3267,1,Yes,Sports,Visual,P8X388,Male,No,43.0,22.0,2.0,15.0,3.0,99.0,22:30,6:30,private transport,black,8.0,False,24.0,0.08333333333333333,Medium (20-24),Middle (22-25)
3268,1,No,Sports,Auditory,0CZC9N,Female,Yes,63.0,7.0,15.0,16.0,9.0,91.0,21:30,5:30,public transport,white,8.0,False,22.0,0.6818181818181818,Medium (20-24),Middle (22-25)
3269,1,Yes,Clubs,Auditory,TNR24V,Female,Yes,71.0,10.0,11.0,15.0,6.0,91.0,21:00,5:00,public transport,green,8.0,False,21.0,0.5238095238095238,Medium (20-24),Lower (14-21)
3270,1,No,Clubs,Visual,NLO23L,Female,Yes,52.0,17.0,7.0,16.0,12.0,92.0,21:30,5:30,public transport,blue,8.0,False,24.0,0.2916666666666667,Medium (20-24),Middle (22-25)
3271,2,No,Arts,Auditory,2YJGYZ,Male,No,52.0,20.0,2.0,16.0,15.0,93.0,21:00,5:00,public transport,yellow,8.0,False,22.0,0.09090909090909091,Medium (20-24),Middle (22-25)
3272,0,No,Clubs,Auditory,UT9LKV,Female,No,69.0,3.0,24.0,16.0,5.0,94.0,21:00,5:00,public transport,yellow,8.0,False,27.0,0.8888888888888888,Large (25-31),Higher (26-31)
3273,1,No,Arts,Auditory,GPIYTY,Male,No,65.0,14.0,14.0,16.0,13.0,95.0,22:30,6:30,private transport,white,8.0,False,28.0,0.5,Large (25-31),Higher (26-31)
3274,1,No,Sports,Visual,0R3MO8,Male,No,53.0,13.0,17.0,15.0,7.0,94.0,23:00,7:00,walk,black,8.0,False,30.0,0.5666666666666667,Large (25-31),Higher (26-31)
3275,1,No,Sports,Auditory,LXU1SO,Female,No,50.0,29.0,1.0,16.0,9.0,91.0,21:00,5:00,public transport,white,8.0,False,30.0,0.03333333333333333,Large (25-31),Higher (26-31)
3276,1,Yes,Arts,Auditory,ZJYAT6,Male,No,76.0,18.0,3.0,15.0,6.0,93.0,23:00,7:00,walk,white,8.0,False,21.0,0.14285714285714285,Medium (20-24),Lower (14-21)
3277,0,Yes,Clubs,Auditory,XQOEYS,Female,No,67.0,6.0,10.0,15.0,8.0,96.0,23:00,7:00,walk,yellow,8.0,False,16.0,0.625,Small (14-19),Lower (14-21)
3278,1,No,Clubs,Auditory,RTWKLA,Female,Yes,63.0,13.0,15.0,15.0,16.0,95.0,21:00,5:00,public transport,blue,8.0,False,28.0,0.5357142857142857,Large (25-31),Higher (26-31)
3279,1,Yes,None,Visual,1BXGFT,Female,Yes,92.0,0.0,21.0,16.0,10.0,97.0,21:00,5:00,public transport,white,8.0,False,21.0,1.0,Medium (20-24),Lower (14-21)
3280,1,No,Sports,Auditory,3UBJIS,Male,No,54.0,15.0,9.0,15.0,15.0,94.0,22:00,6:00,private transport,blue,8.0,False,24.0,0.375,Medium (20-24),Middle (22-25)
3281,0,Yes,Clubs,Auditory,ATQQET,Female,No,78.0,15.0,6.0,16.0,8.0,,23:00,7:00,walk,green,8.0,False,21.0,0.2857142857142857,Medium (20-24),Lower (14-21)
3282,1,No,Clubs,Visual,Z3HQUW,Male,Yes,75.0,10.0,15.0,16.0,6.0,93.0,21:00,5:00,public transport,white,8.0,False,25.0,0.6,Large (25-31),Middle (22-25)
3283,0,No,Arts,Auditory,BWEVOH,Male,No,61.0,16.0,11.0,16.0,19.0,99.0,23:00,7:00,walk,red,8.0,False,27.0,0.4074074074074074,Large (25-31),Higher (26-31)
3284,1,No,None,Auditory,TEXT6A,Male,No,54.0,23.0,1.0,15.0,18.0,97.0,22:30,6:30,private transport,blue,8.0,False,24.0,0.041666666666666664,Medium (20-24),Middle (22-25)
3285,1,No,Sports,Visual,RDQJ1H,Female,Yes,60.0,7.0,21.0,15.0,13.0,99.0,22:30,6:30,private transport,white,8.0,False,28.0,0.75,Large (25-31),Higher (26-31)
3286,1,No,None,Auditory,28A8B5,Female,Yes,61.0,3.0,25.0,16.0,18.0,95.0,21:30,5:30,public transport,red,8.0,False,28.0,0.8928571428571429,Large (25-31),Higher (26-31)
3287,0,No,None,Auditory,8YIDDJ,Female,Yes,,22.0,3.0,16.0,9.0,93.0,22:30,6:30,private transport,black,8.0,False,25.0,0.12,Large (25-31),Middle (22-25)
3288,2,No,Clubs,Visual,XC2JLT,Male,Yes,78.0,17.0,2.0,16.0,9.0,99.0,21:30,5:30,public transport,blue,8.0,False,19.0,0.10526315789473684,Small (14-19),Lower (14-21)
3289,0,No,Arts,Auditory,NKL7E6,Female,Yes,65.0,4.0,18.0,16.0,14.0,91.0,21:30,5:30,public transport,black,8.0,False,22.0,0.8181818181818182,Medium (20-24),Middle (22-25)
3290,2,No,Sports,Auditory,LPY5VC,Female,Yes,57.0,2.0,18.0,15.0,18.0,98.0,21:30,5:30,public transport,black,8.0,False,20.0,0.9,Medium (20-24),Lower (14-21)
3291,1,No,Clubs,Auditory,B65ODX,Female,No,48.0,1.0,24.0,15.0,11.0,65.0,23:30,5:30,public transport,red,6.0,True,25.0,0.96,Large (25-31),Middle (22-25)
3292,2,No,Arts,Auditory,P54OQ4,Male,No,52.0,17.0,5.0,15.0,20.0,,22:00,6:00,private transport,white,8.0,False,22.0,0.22727272727272727,Medium (20-24),Middle (22-25)
3293,0,No,None,Auditory,T80YZP,Female,Yes,73.0,13.0,10.0,15.0,17.0,95.0,22:00,6:00,private transport,blue,8.0,False,23.0,0.43478260869565216,Medium (20-24),Middle (22-25)
3294,1,No,Arts,Visual,NCVFFL,Female,No,52.0,16.0,14.0,15.0,7.0,93.0,21:00,5:00,public transport,yellow,8.0,False,30.0,0.4666666666666667,Large (25-31),Higher (26-31)
3295,2,Yes,None,Visual,GX8QY3,Male,No,79.0,13.0,1.0,15.0,9.0,98.0,22:00,6:00,private transport,blue,8.0,False,14.0,0.07142857142857142,Small (14-19),Lower (14-21)
3296,1,No,Clubs,Auditory,RJ3K28,Male,Yes,59.0,18.0,10.0,16.0,19.0,93.0,23:00,7:00,walk,white,8.0,False,28.0,0.35714285714285715,Large (25-31),Higher (26-31)
3297,2,Yes,Clubs,Visual,P0G5ME,Male,Yes,78.0,11.0,3.0,16.0,8.0,93.0,23:00,7:00,walk,yellow,8.0,False,14.0,0.21428571428571427,Small (14-19),Lower (14-21)
3298,0,No,Arts,Auditory,KXI6AV,Male,Yes,68.0,16.0,6.0,15.0,13.0,90.0,21:30,5:30,public transport,red,8.0,False,22.0,0.2727272727272727,Medium (20-24),Middle (22-25)
3299,2,No,Sports,Auditory,BG7FMC,Female,Yes,74.0,6.0,15.0,16.0,8.0,95.0,21:00,5:00,public transport,red,8.0,False,21.0,0.7142857142857143,Medium (20-24),Lower (14-21)
3300,1,Yes,None,Visual,O47EYC,Male,Yes,100.0,14.0,3.0,16.0,7.0,92.0,23:00,7:00,walk,green,8.0,False,17.0,0.17647058823529413,Small (14-19),Lower (14-21)
3301,1,No,Arts,Auditory,OHRYDB,Male,No,50.0,17.0,7.0,16.0,10.0,98.0,21:30,5:30,public transport,yellow,8.0,False,24.0,0.2916666666666667,Medium (20-24),Middle (22-25)
3302,0,Yes,Clubs,Visual,9ANNJ3,Female,No,74.0,9.0,6.0,15.0,16.0,90.0,23:00,7:00,walk,white,8.0,False,15.0,0.4,Small (14-19),Lower (14-21)
3303,0,No,Sports,Visual,W79SSH,Male,Yes,77.0,12.0,12.0,16.0,8.0,94.0,21:30,5:30,public transport,blue,8.0,False,24.0,0.5,Medium (20-24),Middle (22-25)
3304,0,No,Sports,Visual,KN9LCX,Female,Yes,57.0,15.0,5.0,16.0,6.0,98.0,22:00,6:00,private transport,blue,8.0,False,20.0,0.25,Medium (20-24),Lower (14-21)
3305,1,No,None,Visual,DUDYA0,Male,Yes,59.0,24.0,4.0,16.0,6.0,91.0,21:30,5:30,public transport,black,8.0,False,28.0,0.14285714285714285,Large (25-31),Higher (26-31)
3306,2,No,None,Auditory,ZGGAY0,Male,Yes,68.0,21.0,0.0,16.0,14.0,91.0,21:00,5:00,public transport,yellow,8.0,False,21.0,0.0,Medium (20-24),Lower (14-21)
3307,2,No,Clubs,Visual,AL4O83,Male,Yes,78.0,14.0,3.0,16.0,9.0,97.0,21:30,5:30,public transport,yellow,8.0,False,17.0,0.17647058823529413,Small (14-19),Lower (14-21)
3308,0,Yes,None,Visual,V6RGKM,Male,Yes,71.0,15.0,1.0,15.0,18.0,98.0,22:00,6:00,private transport,white,8.0,False,16.0,0.0625,Small (14-19),Lower (14-21)
3309,1,No,Arts,Visual,G7PLEL,Male,Yes,75.0,22.0,3.0,15.0,8.0,92.0,21:00,5:00,public transport,white,8.0,False,25.0,0.12,Large (25-31),Middle (22-25)
3310,2,No,Clubs,Auditory,089UGX,Female,Yes,71.0,16.0,3.0,15.0,19.0,94.0,21:30,5:30,public transport,yellow,8.0,False,19.0,0.15789473684210525,Small (14-19),Lower (14-21)
3311,1,No,Sports,Visual,HQEE1U,Female,Yes,78.0,2.0,23.0,16.0,9.0,98.0,22:30,6:30,private transport,red,8.0,False,25.0,0.92,Large (25-31),Middle (22-25)
3312,0,No,None,Auditory,A9SOWT,Female,Yes,72.0,3.0,17.0,15.0,9.0,92.0,21:30,5:30,public transport,yellow,8.0,False,20.0,0.85,Medium (20-24),Lower (14-21)
3313,0,Yes,Clubs,Visual,WVAYA5,Male,Yes,88.0,12.0,4.0,16.0,9.0,100.0,22:00,6:00,private transport,green,8.0,False,16.0,0.25,Small (14-19),Lower (14-21)
3314,1,No,None,Auditory,G7QDN6,Female,Yes,62.0,11.0,17.0,16.0,10.0,96.0,22:30,6:30,private transport,white,8.0,False,28.0,0.6071428571428571,Large (25-31),Higher (26-31)
3315,2,Yes,Sports,Visual,9MN5ZU,Male,Yes,72.0,14.0,0.0,15.0,7.0,91.0,22:00,6:00,private transport,red,8.0,False,14.0,0.0,Small (14-19),Lower (14-21)
3316,0,No,Sports,Visual,I29L4G,Male,Yes,75.0,15.0,13.0,16.0,9.0,97.0,21:00,5:00,public transport,white,8.0,False,28.0,0.4642857142857143,Large (25-31),Higher (26-31)
3317,1,No,Sports,Auditory,4Q2RCY,Male,Yes,48.0,25.0,0.0,15.0,11.0,100.0,21:00,5:00,public transport,blue,8.0,False,25.0,0.0,Large (25-31),Middle (22-25)
3318,0,No,Sports,Auditory,HZLEC5,Female,No,55.0,7.0,15.0,15.0,8.0,96.0,21:30,5:30,public transport,red,8.0,False,22.0,0.6818181818181818,Medium (20-24),Middle (22-25)
3319,1,No,Sports,Auditory,INP4C1,Female,Yes,59.0,17.0,7.0,16.0,5.0,99.0,22:00,6:00,private transport,black,8.0,False,24.0,0.2916666666666667,Medium (20-24),Middle (22-25)
3320,1,Yes,Clubs,Visual,1ZN398,Female,No,49.0,18.0,12.0,16.0,5.0,65.0,0:30,6:30,private transport,green,6.0,True,30.0,0.4,Large (25-31),Higher (26-31)
3321,2,Yes,None,Visual,22RBZP,Male,Yes,80.0,13.0,1.0,16.0,9.0,,22:30,6:30,private transport,black,8.0,False,14.0,0.07142857142857142,Small (14-19),Lower (14-21)
3322,2,No,None,Auditory,8OLA1L,Male,Yes,67.0,10.0,13.0,15.0,15.0,91.0,23:30,6:30,private transport,red,7.0,False,23.0,0.5652173913043478,Medium (20-24),Middle (22-25)
3323,2,No,None,Visual,UKEQ73,Female,Yes,83.0,13.0,4.0,16.0,6.0,90.0,23:00,6:00,private transport,yellow,7.0,False,17.0,0.23529411764705882,Small (14-19),Lower (14-21)
3324,1,No,Arts,Auditory,29ZBBS,Female,Yes,52.0,16.0,8.0,16.0,15.0,93.0,22:30,6:30,private transport,white,8.0,False,24.0,0.3333333333333333,Medium (20-24),Middle (22-25)
3325,0,No,Clubs,Auditory,5VAQ48,Female,Yes,98.0,0.0,21.0,15.0,9.0,98.0,21:00,5:00,public transport,black,8.0,False,21.0,1.0,Medium (20-24),Lower (14-21)
3326,2,No,Arts,Auditory,LY29N2,Male,Yes,60.0,21.0,1.0,16.0,8.0,97.0,21:00,5:00,public transport,black,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3327,1,Yes,Arts,Auditory,6VOQTN,Male,Yes,76.0,17.0,4.0,15.0,16.0,100.0,21:30,5:30,public transport,green,8.0,False,21.0,0.19047619047619047,Medium (20-24),Lower (14-21)
3328,2,No,Clubs,Auditory,7X8MWV,Male,Yes,56.0,11.0,11.0,15.0,7.0,96.0,21:00,5:00,public transport,red,8.0,False,22.0,0.5,Medium (20-24),Middle (22-25)
3329,0,No,Arts,Auditory,D7U4LO,Male,Yes,89.0,12.0,9.0,16.0,10.0,98.0,21:30,5:30,public transport,white,8.0,False,21.0,0.42857142857142855,Medium (20-24),Lower (14-21)
3330,1,No,Sports,Auditory,6Q9B7S,Female,No,55.0,26.0,5.0,15.0,10.0,96.0,23:00,7:00,walk,yellow,8.0,False,31.0,0.16129032258064516,Large (25-31),Higher (26-31)
3331,0,No,Sports,Auditory,ZK6XU0,Male,No,64.0,18.0,3.0,16.0,12.0,94.0,23:00,7:00,walk,black,8.0,False,21.0,0.14285714285714285,Medium (20-24),Lower (14-21)
3332,1,No,Sports,Auditory,GQBXK2,Male,Yes,56.0,27.0,4.0,15.0,16.0,,21:00,5:00,public transport,red,8.0,False,31.0,0.12903225806451613,Large (25-31),Higher (26-31)
3333,2,No,None,Visual,PNERNG,Male,No,72.0,16.0,6.0,16.0,6.0,96.0,21:30,5:30,public transport,red,8.0,False,22.0,0.2727272727272727,Medium (20-24),Middle (22-25)
3334,0,Yes,None,Visual,9RS8S6,Female,Yes,84.0,12.0,4.0,16.0,6.0,93.0,21:30,5:30,public transport,black,8.0,False,16.0,0.25,Small (14-19),Lower (14-21)
3335,1,Yes,None,Visual,8R73MN,Female,Yes,83.0,12.0,5.0,16.0,7.0,93.0,21:30,5:30,public transport,blue,8.0,False,17.0,0.29411764705882354,Small (14-19),Lower (14-21)
3336,2,No,Sports,Auditory,NDXUZZ,Male,Yes,55.0,22.0,0.0,16.0,12.0,95.0,21:00,5:00,public transport,green,8.0,False,22.0,0.0,Medium (20-24),Middle (22-25)
3337,2,No,None,Auditory,1LWZ0D,Female,Yes,76.0,13.0,8.0,16.0,11.0,96.0,22:30,6:30,private transport,green,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
3338,2,No,Arts,Auditory,LST55M,Male,Yes,47.0,10.0,13.0,15.0,4.0,97.0,23:00,7:00,walk,green,8.0,False,23.0,0.5652173913043478,Medium (20-24),Middle (22-25)
3339,0,No,None,Auditory,3V81AJ,Male,Yes,71.0,18.0,2.0,15.0,16.0,97.0,22:00,6:00,private transport,black,8.0,False,20.0,0.1,Medium (20-24),Lower (14-21)
3341,1,No,Sports,Auditory,JR8J2R,Female,Yes,68.0,11.0,17.0,16.0,9.0,94.0,21:30,5:30,public transport,black,8.0,False,28.0,0.6071428571428571,Large (25-31),Higher (26-31)
3342,2,No,Sports,Auditory,B1LU12,Male,Yes,69.0,15.0,6.0,15.0,12.0,98.0,21:30,5:30,public transport,white,8.0,False,21.0,0.2857142857142857,Medium (20-24),Lower (14-21)
3343,1,Yes,Arts,Visual,I5ARRQ,Male,No,62.0,10.0,17.0,15.0,13.0,92.0,23:00,7:00,walk,yellow,8.0,False,27.0,0.6296296296296297,Large (25-31),Higher (26-31)
3344,2,No,Clubs,Auditory,IMFI4T,Female,Yes,58.0,7.0,11.0,15.0,17.0,92.0,22:30,6:30,private transport,white,8.0,False,18.0,0.6111111111111112,Small (14-19),Lower (14-21)
3345,2,Yes,Clubs,Visual,1OHE42,Male,No,73.0,14.0,0.0,16.0,6.0,100.0,22:30,6:30,private transport,white,8.0,False,14.0,0.0,Small (14-19),Lower (14-21)
3346,1,Yes,Arts,Auditory,S5N5FE,Male,Yes,77.0,13.0,8.0,16.0,6.0,93.0,21:00,5:00,public transport,white,8.0,False,21.0,0.38095238095238093,Medium (20-24),Lower (14-21)
3347,2,No,Arts,Auditory,ZQLP08,Male,No,57.0,21.0,1.0,16.0,16.0,97.0,23:00,7:00,walk,yellow,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3348,2,No,Sports,Auditory,9I8IDL,Female,Yes,70.0,19.0,0.0,15.0,15.0,91.0,23:00,7:00,walk,blue,8.0,False,19.0,0.0,Small (14-19),Lower (14-21)
3349,0,Yes,Clubs,Visual,NUHJZ4,Male,No,73.0,15.0,3.0,16.0,11.0,99.0,21:00,5:00,public transport,black,8.0,False,18.0,0.16666666666666666,Small (14-19),Lower (14-21)
3350,0,No,None,Visual,JGWFQ8,Female,Yes,93.0,15.0,8.0,15.0,5.0,95.0,22:00,6:00,private transport,yellow,8.0,False,23.0,0.34782608695652173,Medium (20-24),Middle (22-25)
3351,0,No,Arts,Visual,CCJ0OC,Female,No,55.0,21.0,1.0,16.0,13.0,95.0,22:00,6:00,private transport,blue,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3352,1,No,Sports,Visual,YT4TDZ,Female,Yes,57.0,22.0,4.0,16.0,19.0,93.0,22:30,6:30,private transport,blue,8.0,False,26.0,0.15384615384615385,Large (25-31),Higher (26-31)
3353,0,No,Sports,Auditory,OFOXC9,Male,Yes,66.0,17.0,3.0,16.0,11.0,93.0,23:00,7:00,walk,white,8.0,False,20.0,0.15,Medium (20-24),Lower (14-21)
3354,0,Yes,Sports,Auditory,EBVCAJ,Female,Yes,83.0,2.0,13.0,16.0,6.0,92.0,22:30,6:30,private transport,red,8.0,False,15.0,0.8666666666666667,Small (14-19),Lower (14-21)
3355,1,No,Clubs,Auditory,39MNA3,Male,Yes,48.0,18.0,12.0,15.0,11.0,92.0,22:00,6:00,private transport,green,8.0,False,30.0,0.4,Large (25-31),Higher (26-31)
3356,0,Yes,Sports,Auditory,IVQT93,Male,Yes,77.0,13.0,7.0,16.0,6.0,91.0,22:00,6:00,private transport,yellow,8.0,False,20.0,0.35,Medium (20-24),Lower (14-21)
3357,0,No,Clubs,Auditory,USGINP,Female,No,54.0,4.0,17.0,16.0,8.0,91.0,21:30,5:30,public transport,green,8.0,False,21.0,0.8095238095238095,Medium (20-24),Lower (14-21)
3358,2,No,Arts,Auditory,ER5CQ2,Male,Yes,53.0,16.0,4.0,15.0,7.0,90.0,21:00,5:00,public transport,red,8.0,False,20.0,0.2,Medium (20-24),Lower (14-21)
3359,1,No,Arts,Auditory,TP9VYP,Male,Yes,51.0,21.0,9.0,15.0,7.0,94.0,22:00,6:00,private transport,yellow,8.0,False,30.0,0.3,Large (25-31),Higher (26-31)
3360,1,No,None,Auditory,1WHV4M,Female,Yes,60.0,9.0,15.0,15.0,17.0,98.0,22:00,6:00,private transport,white,8.0,False,24.0,0.625,Medium (20-24),Middle (22-25)
3362,0,No,Clubs,Visual,ZEHC5O,Female,No,61.0,15.0,5.0,16.0,17.0,96.0,21:30,5:30,public transport,black,8.0,False,20.0,0.25,Medium (20-24),Lower (14-21)
3363,1,Yes,Sports,Visual,ICC2EZ,Female,No,57.0,26.0,1.0,15.0,12.0,98.0,21:00,5:00,public transport,red,8.0,False,27.0,0.037037037037037035,Large (25-31),Higher (26-31)
3364,0,No,Arts,Auditory,Q2XPVT,Male,Yes,94.0,25.0,0.0,15.0,8.0,99.0,21:00,5:00,public transport,green,8.0,False,25.0,0.0,Large (25-31),Middle (22-25)
3365,1,Yes,Clubs,Auditory,MYYV35,Female,No,47.0,9.0,16.0,15.0,14.0,93.0,21:00,5:00,public transport,green,8.0,False,25.0,0.64,Large (25-31),Middle (22-25)
3366,0,Yes,None,Visual,XYF1H6,Female,Yes,79.0,7.0,11.0,15.0,9.0,93.0,22:30,6:30,private transport,white,8.0,False,18.0,0.6111111111111112,Small (14-19),Lower (14-21)
3367,1,Yes,Sports,Auditory,ST2586,Male,Yes,66.0,12.0,9.0,16.0,8.0,99.0,22:30,6:30,private transport,green,8.0,False,21.0,0.42857142857142855,Medium (20-24),Lower (14-21)
3368,0,No,Arts,Visual,0P8DA2,Female,No,54.0,6.0,14.0,15.0,5.0,100.0,22:00,6:00,private transport,blue,8.0,False,20.0,0.7,Medium (20-24),Lower (14-21)
3369,2,No,Clubs,Visual,RS097Z,Male,Yes,72.0,15.0,7.0,15.0,15.0,97.0,21:30,5:30,public transport,yellow,8.0,False,22.0,0.3181818181818182,Medium (20-24),Middle (22-25)
3370,0,No,Clubs,Visual,217XP6,Female,No,88.0,4.0,18.0,15.0,9.0,97.0,21:30,5:30,public transport,blue,8.0,False,22.0,0.8181818181818182,Medium (20-24),Middle (22-25)
3371,0,No,None,Auditory,MDZQJR,Male,Yes,94.0,18.0,3.0,16.0,6.0,90.0,22:30,6:30,private transport,green,8.0,False,21.0,0.14285714285714285,Medium (20-24),Lower (14-21)
3372,2,No,Clubs,Auditory,J7W680,Male,No,54.0,16.0,4.0,15.0,18.0,94.0,22:00,6:00,private transport,red,8.0,False,20.0,0.2,Medium (20-24),Lower (14-21)
3373,0,Yes,Arts,Visual,IDZRRP,Male,Yes,80.0,17.0,1.0,16.0,6.0,96.0,22:00,6:00,private transport,red,8.0,False,18.0,0.05555555555555555,Small (14-19),Lower (14-21)
3374,1,Yes,Sports,Visual,M5TWA2,Female,No,49.0,11.0,19.0,15.0,2.0,63.0,1:00,6:00,private transport,white,5.0,True,30.0,0.6333333333333333,Large (25-31),Higher (26-31)
3375,2,No,None,Visual,15H94Y,Female,Yes,79.0,5.0,14.0,16.0,8.0,92.0,23:00,7:00,walk,red,8.0,False,19.0,0.7368421052631579,Small (14-19),Lower (14-21)
3376,1,Yes,Sports,Visual,TO9GYJ,Male,No,46.0,19.0,11.0,16.0,15.0,71.0,0:30,6:30,private transport,black,6.0,True,30.0,0.36666666666666664,Large (25-31),Higher (26-31)
3377,0,No,Sports,Visual,OCJE99,Female,Yes,63.0,11.0,9.0,15.0,16.0,,22:00,6:00,private transport,blue,8.0,False,20.0,0.45,Medium (20-24),Lower (14-21)
3378,2,Yes,Sports,Auditory,Z7JZ0P,Male,No,56.0,12.0,4.0,16.0,16.0,99.0,21:30,5:30,public transport,blue,8.0,False,16.0,0.25,Small (14-19),Lower (14-21)
3379,1,Yes,Arts,Visual,PP8H31,Female,No,55.0,5.0,22.0,16.0,20.0,100.0,23:00,7:00,walk,green,8.0,False,27.0,0.8148148148148148,Large (25-31),Higher (26-31)
3380,1,No,None,Visual,IKIRX2,Male,Yes,69.0,23.0,1.0,16.0,7.0,94.0,21:30,5:30,public transport,yellow,8.0,False,24.0,0.041666666666666664,Medium (20-24),Middle (22-25)
3381,1,No,Clubs,Visual,PF72JI,Female,Yes,62.0,14.0,14.0,16.0,16.0,95.0,22:30,6:30,private transport,black,8.0,False,28.0,0.5,Large (25-31),Higher (26-31)
3382,0,Yes,None,Visual,TAQ2MZ,Female,Yes,,12.0,4.0,15.0,19.0,98.0,23:00,7:00,walk,red,8.0,False,16.0,0.25,Small (14-19),Lower (14-21)
3383,0,No,Sports,Visual,ZFZ7W9,Male,No,87.0,13.0,10.0,15.0,10.0,95.0,22:00,6:00,private transport,blue,8.0,False,23.0,0.43478260869565216,Medium (20-24),Middle (22-25)
3384,1,No,Arts,Auditory,89K4O7,Male,Yes,56.0,27.0,0.0,15.0,20.0,98.0,21:30,5:30,public transport,blue,8.0,False,27.0,0.0,Large (25-31),Higher (26-31)
3385,2,Yes,Clubs,Auditory,FEAWP4,Female,No,36.0,21.0,1.0,16.0,14.0,92.0,23:00,7:00,walk,red,8.0,False,22.0,0.045454545454545456,Medium (20-24),Middle (22-25)
3386,0,Yes,Clubs,Visual,B9FJBC,Female,Yes,,14.0,1.0,15.0,7.0,94.0,22:30,6:30,private transport,red,8.0,False,15.0,0.06666666666666667,Small (14-19),Lower (14-21)
3387,1,No,Sports,Auditory,PDCMDM,Male,Yes,62.0,25.0,3.0,15.0,19.0,98.0,22:30,6:30,private transport,black,8.0,False,28.0,0.10714285714285714,Large (25-31),Higher (26-31)
3388,0,No,Sports,Auditory,OAQCJI,Female,Yes,58.0,10.0,12.0,15.0,17.0,90.0,22:00,5:00,public transport,red,7.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
3389,1,No,Sports,Auditory,FVWSC4,Male,No,58.0,20.0,11.0,16.0,12.0,96.0,21:30,5:30,public transport,white,8.0,False,31.0,0.3548387096774194,Large (25-31),Higher (26-31)
3390,1,Yes,Sports,Auditory,EDKW3G,Female,Yes,69.0,18.0,1.0,16.0,12.0,96.0,22:30,6:30,private transport,white,8.0,False,19.0,0.05263157894736842,Small (14-19),Lower (14-21)
3391,0,Yes,Clubs,Auditory,7F95M6,Female,No,,13.0,7.0,15.0,16.0,94.0,22:00,6:00,private transport,yellow,8.0,False,20.0,0.35,Medium (20-24),Lower (14-21)
3392,1,No,None,Auditory,17ZHO1,Male,Yes,62.0,14.0,14.0,15.0,18.0,92.0,22:00,6:00,private transport,blue,8.0,False,28.0,0.5,Large (25-31),Higher (26-31)
3393,1,No,Clubs,Auditory,W6C0VJ,Male,No,59.0,16.0,11.0,15.0,11.0,90.0,21:00,5:00,public transport,black,8.0,False,27.0,0.4074074074074074,Large (25-31),Higher (26-31)
3394,0,No,Arts,Auditory,9UMLP2,Male,No,,20.0,1.0,16.0,6.0,90.0,22:00,6:00,private transport,yellow,8.0,False,21.0,0.047619047619047616,Medium (20-24),Lower (14-21)
3395,0,Yes,None,Visual,XFO2HV,Female,No,73.0,1.0,19.0,15.0,7.0,94.0,22:00,6:00,private transport,white,8.0,False,20.0,0.95,Medium (20-24),Lower (14-21)
3396,1,Yes,Clubs,Visual,Y550SY,Female,Yes,93.0,6.0,15.0,15.0,7.0,91.0,21:00,5:00,public transport,black,8.0,False,21.0,0.7142857142857143,Medium (20-24),Lower (14-21)
3397,1,No,Arts,Auditory,4B6125,Male,Yes,70.0,26.0,2.0,16.0,15.0,93.0,22:30,6:30,private transport,blue,8.0,False,28.0,0.07142857142857142,Large (25-31),Higher (26-31)
3398,0,Yes,Arts,Visual,JF712F,Male,Yes,79.0,11.0,4.0,15.0,8.0,100.0,21:30,5:30,public transport,yellow,8.0,False,15.0,0.26666666666666666,Small (14-19),Lower (14-21)
3399,1,Yes,Arts,Visual,J4ML57,Male,Yes,85.0,10.0,12.0,15.0,9.0,95.0,23:00,7:00,walk,yellow,8.0,False,22.0,0.5454545454545454,Medium (20-24),Middle (22-25)
3400,1,Yes,Sports,Visual,4MD49W,Female,No,61.0,8.0,19.0,15.0,12.0,98.0,21:00,5:00,public transport,red,8.0,False,27.0,0.7037037037037037,Large (25-31),Higher (26-31)
3401,1,Yes,None,Visual,LL3VMZ,Male,Yes,77.0,11.0,6.0,16.0,7.0,95.0,23:00,7:00,walk,yellow,8.0,False,17.0,0.35294117647058826,Small (14-19),Lower (14-21)
3402,1,No,Clubs,Visual,S3GYQR,Female,No,44.0,4.0,21.0,15.0,3.0,40.0,1:00,5:00,public transport,yellow,4.0,True,25.0,0.84,Large (25-31),Middle (22-25)
3403,1,No,Clubs,Auditory,TTJDGW,Male,Yes,68.0,24.0,4.0,15.0,5.0,97.0,21:00,5:00,public transport,black,8.0,False,28.0,0.14285714285714285,Large (25-31),Higher (26-31)
